"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol","change"
"ENSG00000081237",-9628.03128608431,26587.8153653366,-4.00100799335702,0.00019146065236803,0.0356507252680545,-2.66374647113262,"PTPRC","Down"
"ENSG00000137265",9036.02348325881,14105.0782286827,4.14419886466776,0.000119546274730866,0.0267641338403413,-2.54090530577117,"IRF4","Up"
"ENSG00000149212",-8832.20683216236,7851.42054818184,-3.84976710632871,0.000312290772582021,0.0489411689098124,-2.79245976262536,"SESN3","Down"
"ENSG00000173114",-5856.33344067733,4264.90571258184,-4.59043398411421,2.63817927839853e-05,0.00729611757493571,-2.15433358861909,"LRRN3","Down"
"ENSG00000112851",3768.44961422027,4321.13986904256,6.23695735187316,6.82004362088199e-08,4.7502866790484e-05,-0.752812435758373,"ERBIN","Up"
"ENSG00000138623",3593.84780584658,1358.01819180466,4.09737217208236,0.000139564328876966,0.0298255314643208,-2.58116789721526,"SEMA7A","Up"
"ENSG00000109452",-3288.91046344495,2747.26444394466,-6.5975275354446,1.77065022882247e-08,1.51358400923797e-05,-0.463561616565585,"INPP4B","Down"
"ENSG00000010810",-3166.66879302235,3986.7979730223,-4.860121045697,1.02978811921044e-05,0.0035751466899989,-1.91978051831568,"FYN","Down"
"ENSG00000178562",-2954.18782553543,3816.02902276096,-6.02494126263864,1.50081311194807e-07,8.3012621715575e-05,-0.926769508606464,"CD28","Down"
"ENSG00000077809",2941.38302970273,4517.85054518405,6.25690921447046,6.33099414616602e-08,4.57925676587686e-05,-0.736583890349638,NA,"Up"
"ENSG00000013725",2731.98877192239,4643.01515790079,4.03004087607459,0.00017412663139657,0.0348364407451478,-2.63890902221781,"CD6","Up"
"ENSG00000163947",-2659.60474062191,2600.8911617983,-6.12233432171754,1.04515374138689e-07,6.55172042017395e-05,-0.846523864020567,"ARHGEF3","Down"
"ENSG00000163519",-2459.55292465602,3027.26502627316,-3.99900623507338,0.000192715317233073,0.0356507252680545,-2.6654575492985,"TRAT1","Down"
"ENSG00000116824",2367.79050558613,4705.41865193365,4.52948498978073,3.25442492767648e-05,0.00862010073096957,-2.20732730018521,"CD2","Up"
"ENSG00000204217",2272.68454354778,1336.09762623719,7.81456291019153,1.83247532675161e-10,3.13286645408099e-07,0.441861049345516,"BMPR2","Up"
"ENSG00000114423",-2239.66415029706,1319.43519383761,-7.31139176155706,1.21134369070302e-09,1.75234841902776e-06,0.0815530519014169,"CBLB","Down"
"ENSG00000143333",2149.77327714922,1298.43140511129,5.471032429186,1.15176745873649e-06,0.000528296068999962,-1.39266050199104,"RGS16","Up"
"ENSG00000166501",-2115.16016477348,1965.492682158,-8.54948941163073,1.18506261464894e-11,2.47625417012089e-08,0.931059531375931,"PRKCB","Down"
"ENSG00000111145",2099.07451233633,1673.14150199469,9.19096073869702,1.12048351679447e-12,3.01025900240526e-09,1.32220419743362,"ELK3","Up"
"ENSG00000100503",-2062.02528779256,2992.17104553222,-5.35279302080602,1.76959317320598e-06,0.000792356409888373,-1.49386145288335,"NIN","Down"
"ENSG00000136603",2025.67243071041,3064.60505225215,4.8137120354756,1.21233129372869e-05,0.00407126826961816,-1.96012243260632,"SKIL","Up"
"ENSG00000166974",-1867.75883438241,1894.22716326036,-4.93826022649587,7.81483979678373e-06,0.00284154117014572,-1.85190799123252,"MAPRE2","Down"
"ENSG00000074706",-1785.0115075891,1863.36137990289,-4.02152426632182,0.000179047813141951,0.034991122593627,-2.64619885431806,"IPCEF1","Down"
"ENSG00000186265",-1641.58424350857,731.540680625113,-6.21337464806396,7.44674785181228e-08,5.00155500361364e-05,-0.772026497450893,"BTLA","Down"
"ENSG00000154122",1641.5697026529,2020.99648969553,6.52523460480477,2.32165722648818e-08,1.89830807831898e-05,-0.520851818738182,"ANKH","Up"
"ENSG00000072736",-1499.8665574329,2407.80998535979,-6.15270912611739,9.33460791515669e-08,6.05333229146333e-05,-0.821612245188221,"NFATC3","Down"
"ENSG00000106460",-1423.20963499443,1294.40643737492,-5.6957292512829,5.06265651369548e-07,0.00025054820630673,-1.20188731892897,"TMEM106B","Down"
"ENSG00000150938",-1386.54346998871,220.606299128674,-18.0904537426898,1.00541810124239e-24,9.4539464059822e-21,4.28489788983021,"CRIM1","Down"
"ENSG00000184384",-1377.73696353832,1474.22375185731,-4.64188567475646,2.20797173382454e-05,0.00659097086131815,-2.1095806690801,"MAML2","Down"
"ENSG00000169398",1275.32441130611,651.467584187631,10.9342232933345,2.27533016809935e-15,1.06974647853191e-11,2.22717855093323,"PTK2","Up"
"ENSG00000162739",-1255.42588474442,784.689964860756,-6.96694514422438,4.42268081626561e-09,4.89252561357006e-06,-0.17667009259238,"SLAMF6","Down"
"ENSG00000121210",-1230.7534028962,1711.89081312123,-7.22331773596966,1.68680965523741e-09,2.11480949175965e-06,0.016404501665269,"TMEM131L","Down"
"ENSG00000153250",1164.30079421652,1730.84545196608,4.93673760605468,7.85707438304675e-06,0.00284154117014572,-1.85322981004136,"RBMS1","Up"
"ENSG00000168675",1014.19619176828,1216.48719565542,6.09176912997547,1.17094787438946e-07,6.93028693813866e-05,-0.871647500967994,"LDLRAD4","Up"
"ENSG00000139193",-1011.51431672368,1176.79355211601,-4.2001694147661,9.92516175842355e-05,0.0228434759855288,-2.49267896852365,"CD27","Down"
"ENSG00000145247",984.294449266899,951.54328257567,9.48480190862964,3.85104167649779e-13,1.20704482947029e-09,1.49050146325351,"OCIAD2","Up"
"ENSG00000171316",983.269375530312,1926.55420944113,3.94885919070179,0.000226865872861378,0.0391902021923802,-2.70826042803294,"CHD7","Up"
"ENSG00000070882",-931.522940471392,552.469369779562,-5.33255544399594,1.90411855194551e-06,0.000832764034602031,-1.51123216550519,"OSBPL3","Down"
"ENSG00000179833",-924.474063976667,1154.27379359296,-5.16217929243501,3.51814307420951e-06,0.00137837913861633,-1.65797322540114,"SERTAD2","Down"
"ENSG00000077420",-856.775558703563,1395.70062515265,-3.93007861558875,0.00024110097080264,0.0404834362224504,-2.72425857936772,"APBB1IP","Down"
"ENSG00000075884",-763.625622423383,1458.84458035554,-4.42396755005498,4.66890579157066e-05,0.0118653300427403,-2.2989810256597,"ARHGAP15","Down"
"ENSG00000059758",741.653082349647,1367.29912094116,3.85506704022457,0.000307027836364907,0.0488106254948059,-2.78797008472787,"CDK17","Up"
"ENSG00000110092",-729.258009430326,99.9378060009694,-11.5772628093185,2.53073093224502e-16,1.58643086372666e-12,2.50842508956948,"CCND1","Down"
"ENSG00000184182",-698.700790166396,735.505185503672,-4.7416116358391,1.56054082891376e-05,0.00489125513809202,-2.02282679824902,"UBE2F","Down"
"ENSG00000175155",675.987672014998,593.76705702452,4.28783254407539,7.40071542898319e-05,0.0183128755733497,-2.41695125949706,"YPEL2","Up"
"ENSG00000172578",674.400648942409,1312.64208446759,5.62348665210032,6.59922570229513e-07,0.00031821804758298,-1.2629833062842,"KLHL6","Up"
"ENSG00000124406",637.990343604988,830.083024049002,4.42626216488253,4.63256782062045e-05,0.0118653300427403,-2.29698953936805,"ATP8A1","Up"
"ENSG00000144152",623.820680375264,754.60468908684,5.00160582772407,6.24219292409654e-06,0.00234781360261119,-1.79694771425418,"FBLN7","Up"
"ENSG00000153814",601.18531570977,348.538003153999,8.88936762116314,3.38160595127226e-12,7.94931018995326e-09,1.14241124319873,"JAZF1","Up"
"ENSG00000147138",-598.429141001242,450.18771871714,-5.91384693720621,2.26517114480917e-07,0.000118330023748003,-1.01896695062594,"GPR174","Down"
"ENSG00000113319",-561.157682344234,704.186709185391,-4.19910421549377,9.96046490914264e-05,0.0228434759855288,-2.49359774621689,"RASGRF2","Down"
"ENSG00000211456",-546.31595143207,1141.57927042969,-4.76193351621146,1.45353543622452e-05,0.00471296334717904,-2.00515054831919,"SACM1L","Down"
"ENSG00000023892",510.523594040863,1171.0498224313,4.20434753730656,9.78785693532823e-05,0.0228434759855288,-2.48907482334168,"DEF6","Up"
"ENSG00000111859",-510.407602590881,696.971029597414,-3.97172621122721,0.000210625398106395,0.0377240117789416,-2.68875741076516,"NEDD9","Down"
"ENSG00000179294",504.53352714064,373.377291383484,4.70100967852056,1.79793420758713e-05,0.00545354043675542,-2.05814660388421,NA,"Up"
"ENSG00000148158",-498.720910328917,409.14405690768,-5.50080617507989,1.03334832147927e-06,0.00048582871334348,-1.36725994620142,"SNX30","Down"
"ENSG00000186376",-491.73141783118,283.821294696019,-10.0028870317993,5.98629257390909e-14,2.25156436289869e-10,1.77119177667836,"ZNF75D","Down"
"ENSG00000178974",487.783026141244,705.902275569364,6.78473123527063,8.7707058834807e-09,8.68115236024937e-06,-0.316929800639687,"FBXO34","Up"
"ENSG00000134709",-486.590924631295,883.280882730633,-3.92187860711848,0.00024758285923737,0.0412039225736105,-2.7312380394624,"HOOK1","Down"
"ENSG00000071575",-480.620867674362,580.674938744318,-5.09646103028691,4.4515436006478e-06,0.00170848426436291,-1.71478393247763,"TRIB2","Down"
"ENSG00000124225",480.056568461495,531.111225577664,4.05448680570144,0.00016071602140347,0.0335825055390407,-2.61796684997667,"PMEPA1","Up"
"ENSG00000153944",-475.096159075151,894.751828299255,-4.34536095614326,6.09591431746538e-05,0.0152853019539005,-2.36714643755107,"MSI2","Down"
"ENSG00000042088",-467.175655420756,817.02334952507,-5.24861880223995,2.57831762601081e-06,0.00105408350597303,-1.58341864487042,"TDP1","Down"
"ENSG00000130787",462.413100565071,489.44971176539,4.53870911070481,3.15286685278153e-05,0.00847040200477278,-2.19930904536761,"HIP1R","Up"
"ENSG00000145715",-459.224828682947,582.719786576281,-5.84694529314895,2.90060614401869e-07,0.000147429186876799,-1.07481382984242,"RASA1","Down"
"ENSG00000118200",459.155278429241,499.731686580926,3.88114443125098,0.000282351081593114,0.0457749520727596,-2.76585610863312,"CAMSAP2","Up"
"ENSG00000113532",457.288918905378,722.53800986088,4.90486563533814,8.79440165204877e-06,0.00312051919751753,-1.88090576343027,"ST8SIA4","Up"
"ENSG00000141380",454.67437645789,1305.16453947271,4.54602942060765,3.07447744290167e-05,0.00837951054945055,-2.19294517863978,"SS18","Up"
"ENSG00000172819",-451.604691964516,591.221199503768,-4.02055319766775,0.000179617388123105,0.034991122593627,-2.64702984035129,"RARG","Down"
"ENSG00000162783",417.267584442893,570.886153591626,4.85579743894848,1.04558687626257e-05,0.0035751466899989,-1.92353806996382,"IER5","Up"
"ENSG00000150995",-399.184168624102,1257.1217891918,-3.91059663499061,0.000256775975405028,0.0421336095604925,-2.74083496833498,"ITPR1","Down"
"ENSG00000047634",357.436198874473,416.826999167927,4.80640427210308,1.24382920744909e-05,0.00410376352198029,-1.9664764475966,"SCML1","Up"
"ENSG00000108389",-306.978089045873,866.797629401125,-4.61819958811297,2.39675063824053e-05,0.00700377986554545,-2.13018426171268,"MTMR4","Down"
"ENSG00000164949",295.994678163998,90.3122342257362,4.10215627299822,0.000137378959249245,0.0298023771490243,-2.57705821791059,"GEM","Up"
"ENSG00000140280",291.237556728673,455.574888040484,5.29278085353214,2.19858358924971e-06,0.000918812510654,-1.54541134579259,"LYSMD2","Up"
"ENSG00000178947",-280.524863291286,55.0595314010355,-7.22800565934823,1.65733926141826e-09,2.11480949175965e-06,0.0198875324857486,"SMIM10L2A","Down"
"ENSG00000130338",250.424176889696,512.606661436349,4.15190370249943,0.000116530877297951,0.0264033696200634,-2.53427285277582,"TULP4","Up"
"ENSG00000140948",247.550476291405,465.875027829941,3.94286996899841,0.000231315135773381,0.0391902021923802,-2.71336426713024,"ZCCHC14","Up"
"ENSG00000112977",-234.937734405245,707.723466401638,-3.85782855841021,0.000304319510065313,0.0488106254948059,-2.78563010757971,"DAP","Down"
"ENSG00000107130",215.552305206455,85.2052343271118,5.30484319092319,2.10483019839619e-06,0.000899623561614516,-1.53504055727517,"NCS1","Up"
"ENSG00000215012",214.283555420408,445.820995975007,4.12413563099441,0.000127757221417981,0.0282659094821947,-2.55816608484968,"RTL10","Up"
"ENSG00000168575",208.842273850443,505.72343797347,4.08001437365466,0.000147779291101357,0.0312262623421587,-2.59607119202205,"SLC20A2","Up"
"ENSG00000168785",202.95013790851,359.83460300713,3.9451022772618,0.000229647055424109,0.0391902021923802,-2.71146217096499,"TSPAN5","Up"
"ENSG00000174460",-180.884186115163,22.1606918118447,-27.2352163702661,1.86452017442069e-33,3.50641664001556e-29,5.23297659426958,"ZCCHC12","Down"
"ENSG00000196782",179.610490802525,127.824901574442,3.84087160452053,0.000321319771537595,0.0499399968887274,-2.79999165256105,"MAML3","Up"
"ENSG00000134215",-176.338065390439,83.3877756411459,-5.18141419028088,3.28345814835789e-06,0.00131380242421316,-1.64136556794767,"VAV3","Down"
"ENSG00000184702",169.865770953418,74.3091816397539,7.87703302051666,1.45029411500934e-10,2.72742311268656e-07,0.485162810206663,"SEPTIN5","Up"
"ENSG00000163935",-155.8768012915,403.218908659381,-4.04843788500851,0.000163938262411838,0.0338793732188683,-2.62315118623453,"SFMBT1","Down"
"ENSG00000132330",-153.078210111694,173.726522869678,-6.85149613637791,6.82520659223404e-09,7.13082417630852e-06,-0.265250494203437,"SCLY","Down"
"ENSG00000187678",-149.341002741227,47.3612069395627,-6.68722845113447,1.26475131519068e-08,1.13261491587981e-05,-0.392987219033101,"SPRY4","Down"
"ENSG00000008256",137.674792271076,160.144745161853,3.96618276378369,0.000214456230374512,0.0380477723436139,-2.69348771290855,"CYTH3","Up"
"ENSG00000125257",137.088601589539,318.138797669035,4.01069706129295,0.00018549836007607,0.0352371935312179,-2.6554617710517,"ABCC4","Up"
"ENSG00000102984",132.504547465668,107.12773280341,4.61532033564879,2.42074705551661e-05,0.00700377986554545,-2.13268867511963,"ZNF821","Up"
"ENSG00000157193",-130.357649471708,290.421425000402,-4.59053463070414,2.6372626323483e-05,0.00729611757493571,-2.15424605760771,"LRP8","Down"
"ENSG00000268041",124.85923855035,58.889037786342,4.04362675150717,0.00016654563431328,0.034044099987995,-2.62727354230713,"ERFL","Up"
"ENSG00000144401",124.283784144031,227.055977516069,3.94907191204209,0.000226709374031882,0.0391902021923802,-2.70807911994577,"METTL21A","Up"
"ENSG00000102678",-123.455070074035,38.5470783239405,-6.45942295584897,2.97044162337658e-08,2.3275885487175e-05,-0.573319284789362,"FGF9","Down"
"ENSG00000187815",116.911907029304,108.348480719887,4.01647195528733,0.000182030410811813,0.034991122593627,-2.65052187669785,"ZFP69","Up"
"ENSG00000107789",116.237458654467,184.384193294513,4.20453973435703,9.78158532332075e-05,0.0228434759855288,-2.48890901656136,"MINPP1","Up"
"ENSG00000087589",-115.598826145995,72.8035178099585,-6.76943608636507,9.28923590778504e-09,8.73466852409027e-06,-0.328815131086666,"CASS4","Down"
